timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote
2026-04-25 02:00:00,77541.63000000,77644.04000000,77504.43000000,77607.80000000,171.07030000,2026-04-25 02:59:59,13272795.26084430,33149,102.89446000,7982850.76046950
2026-04-25 03:00:00,77607.80000000,77711.87000000,77550.27000000,77679.07000000,142.22205000,2026-04-25 03:59:59,11040623.14311730,37250,83.94328000,6516864.65166410
2026-04-25 04:00:00,77679.08000000,77691.23000000,77596.37000000,77619.05000000,275.21191000,2026-04-25 04:59:59,21365066.89205990,26537,125.61180000,9752524.34143850
2026-04-25 05:00:00,77619.05000000,77619.05000000,77485.51000000,77510.28000000,174.55862000,2026-04-25 05:59:59,13533405.72728600,28686,89.48532000,6937256.82533380
2026-04-25 06:00:00,77510.27000000,77582.28000000,77489.35000000,77503.63000000,269.54814000,2026-04-25 06:59:59,20897429.38192420,25643,149.69051000,11604306.02542340
2026-04-25 07:00:00,77503.63000000,77566.26000000,77450.00000000,77501.19000000,174.69907000,2026-04-25 07:59:59,13539928.54686770,32102,92.88601000,7198962.98236160
2026-04-25 08:00:00,77501.19000000,77654.41000000,77491.36000000,77643.37000000,116.50084000,2026-04-25 08:59:59,9039307.20230260,25262,62.02640000,4812682.46351160
2026-04-25 09:00:00,77643.38000000,77779.65000000,77587.10000000,77714.55000000,144.65626000,2026-04-25 09:59:59,11237104.93711010,30408,98.06332000,7618011.75940200
2026-04-25 10:00:00,77714.56000000,77885.35000000,77714.55000000,77787.77000000,306.44644000,2026-04-25 10:59:59,23839159.36575830,33958,199.80764000,15542741.30510080
2026-04-25 11:00:00,77787.76000000,77787.77000000,77607.03000000,77682.30000000,185.59351000,2026-04-25 11:59:59,14419702.64322890,29717,113.04878000,8783125.79271730
2026-04-25 12:00:00,77682.29000000,77717.95000000,77550.61000000,77557.14000000,161.82067000,2026-04-25 12:59:59,12561156.90747570,35294,82.91663000,6436235.09818560
2026-04-25 13:00:00,77557.14000000,77710.91000000,77557.14000000,77691.69000000,161.65796000,2026-04-25 13:59:59,12551446.37018900,23868,85.76836000,6659440.32214150
2026-04-25 14:00:00,77691.70000000,77752.54000000,77638.00000000,77656.75000000,202.75966000,2026-04-25 14:59:59,15754017.85710440,36444,94.15331000,7315191.26540730
2026-04-25 15:00:00,77656.74000000,77722.70000000,77299.89000000,77330.26000000,480.35839000,2026-04-25 15:59:59,37208847.06095390,51722,150.41744000,11652776.02520830
2026-04-25 16:00:00,77330.25000000,77454.31000000,77140.23000000,77397.27000000,471.60364000,2026-04-25 16:59:59,36479440.20737500,67732,229.46691000,17751229.68601440
2026-04-25 17:00:00,77397.27000000,77407.03000000,77210.96000000,77245.77000000,151.09691000,2026-04-25 17:59:59,11683611.78014350,35281,69.72706000,5391161.20436540
2026-04-25 18:00:00,77245.78000000,77389.01000000,77216.29000000,77313.00000000,331.13304000,2026-04-25 18:59:59,25600920.11172050,35173,117.97294000,9120571.85401110
2026-04-25 19:00:00,77313.00000000,77343.81000000,77193.79000000,77330.01000000,293.84127000,2026-04-25 19:59:59,22715162.69396040,27660,192.79231000,14904639.73989270
2026-04-25 20:00:00,77330.00000000,77481.70000000,77311.05000000,77479.13000000,85.63447000,2026-04-25 20:59:59,6626990.74541810,23110,51.12644000,3956429.12070620
2026-04-25 21:00:00,77479.14000000,77530.00000000,77415.20000000,77525.84000000,150.55151000,2026-04-25 21:59:59,11667111.53887340,28415,77.41640000,5999342.80195560
2026-04-25 22:00:00,77525.83000000,77634.77000000,77498.81000000,77557.01000000,242.12513000,2026-04-25 22:59:59,18778275.31835110,29672,124.40836000,9648325.56518850
2026-04-25 23:00:00,77557.01000000,77650.00000000,77530.00000000,77625.00000000,362.30872000,2026-04-25 23:59:59,28106981.49816780,31415,285.18644000,22122448.86205840
2026-04-26 00:00:00,77625.00000000,77642.43000000,77445.94000000,77502.40000000,307.91239000,2026-04-26 00:59:59,23878196.37948640,33366,77.71338000,6025417.51838910
2026-04-26 01:00:00,77502.39000000,77572.81000000,77451.16000000,77461.16000000,130.56583000,2026-04-26 01:59:59,10121444.94215560,23817,72.41169000,5613369.96953450
2026-04-26 02:00:00,77461.16000000,77590.97000000,77452.07000000,77512.67000000,85.92459000,2026-04-26 02:59:59,6661406.74939030,23204,48.25011000,3740580.93310920
2026-04-26 03:00:00,77512.67000000,77541.96000000,77326.51000000,77400.21000000,146.77411000,2026-04-26 03:59:59,11365652.89123100,32644,68.85410000,5332379.03833120
2026-04-26 04:00:00,77400.21000000,77814.43000000,77383.46000000,77774.29000000,227.07196000,2026-04-26 04:59:59,17626023.40926710,49643,143.41354000,11132874.09502720
2026-04-26 05:00:00,77774.29000000,78200.00000000,77719.77000000,77983.31000000,797.06637000,2026-04-26 05:59:59,62196715.67631580,116680,410.59597000,32038000.88414830
2026-04-26 06:00:00,77983.31000000,78045.00000000,77899.45000000,77999.04000000,206.01822000,2026-04-26 06:59:59,16066562.23977160,39649,121.13331000,9447777.19276720
2026-04-26 07:00:00,77999.04000000,78121.45000000,77968.36000000,78102.53000000,175.61130000,2026-04-26 07:59:59,13701319.04109420,29326,102.81239000,8021756.28043890
2026-04-26 08:00:00,78102.53000000,78210.00000000,78019.65000000,78032.59000000,265.96473000,2026-04-26 08:59:59,20770419.88056660,45356,121.37547000,9480569.35790000
2026-04-26 09:00:00,78032.59000000,78058.45000000,77926.59000000,77999.99000000,168.80014000,2026-04-26 09:59:59,13164185.51357380,40230,84.61920000,6599216.42979460
2026-04-26 10:00:00,78000.00000000,78050.19000000,77954.00000000,78002.43000000,153.34740000,2026-04-26 10:59:59,11962363.69693260,23874,96.59446000,7535131.61336120
2026-04-26 11:00:00,78002.43000000,78149.99000000,78002.42000000,78101.44000000,133.58626000,2026-04-26 11:59:59,10431184.36511800,29657,82.63816000,6452739.03976060
2026-04-26 12:00:00,78101.43000000,78101.50000000,77770.00000000,77833.08000000,296.93614000,2026-04-26 12:59:59,23135108.84221020,39800,94.92224000,7397791.35298550
2026-04-26 13:00:00,77833.08000000,77996.69000000,77797.13000000,77977.79000000,254.46962000,2026-04-26 13:59:59,19822478.02425500,43057,142.45759000,11098196.19089880
2026-04-26 14:00:00,77977.79000000,78173.15000000,77871.85000000,78095.66000000,401.66239000,2026-04-26 14:59:59,31352594.41389510,67921,221.67199000,17310033.84361130
2026-04-26 15:00:00,78095.65000000,78121.92000000,77988.89000000,78049.00000000,177.47420000,2026-04-26 15:59:59,13853669.72434410,39444,73.71546000,5754218.94415660
2026-04-26 16:00:00,78049.00000000,78086.47000000,77919.42000000,77919.43000000,198.96678000,2026-04-26 16:59:59,15524196.98113630,37768,78.79856000,6148871.18264280
2026-04-26 17:00:00,77919.43000000,78050.00000000,77850.00000000,78018.57000000,373.25532000,2026-04-26 17:59:59,29093014.96245040,39786,96.95193000,7559889.18098160
2026-04-26 18:00:00,78018.57000000,78346.89000000,77988.11000000,78283.96000000,421.27794000,2026-04-26 18:59:59,32938887.67928460,62598,241.59286000,18891894.43264430
2026-04-26 19:00:00,78283.97000000,78500.00000000,78013.76000000,78221.16000000,511.56000000,2026-04-26 19:59:59,40025065.70290760,96380,229.37145000,17951649.31867100
2026-04-26 20:00:00,78221.17000000,78377.77000000,78158.04000000,78194.22000000,172.13709000,2026-04-26 20:59:59,13473618.44556560,42777,88.63730000,6937974.48862370
2026-04-26 21:00:00,78194.21000000,78961.00000000,77843.75000000,78417.41000000,977.34524000,2026-04-26 21:59:59,76608690.38213730,152690,540.05686000,42373064.41200360
2026-04-26 22:00:00,78417.41000000,78850.30000000,77953.26000000,78313.52000000,710.63176000,2026-04-26 22:59:59,55715643.59428250,208140,352.58889000,27646918.23678630
2026-04-26 23:00:00,78313.52000000,78901.63000000,78041.05000000,78657.55000000,669.20184000,2026-04-26 23:59:59,52503529.94742830,159164,390.68875000,30659280.67059860
2026-04-27 00:00:00,78657.55000000,79392.40000000,78400.03000000,79308.60000000,1271.22649000,2026-04-27 00:59:59,100266536.24228420,210963,811.45289000,64017301.68044850
2026-04-27 01:00:00,79309.00000000,79485.66000000,78730.71000000,79283.66000000,993.09217000,2026-04-27 01:59:59,78609390.92386080,226217,508.17293000,40224821.49266540
2026-04-27 02:00:00,79283.65000000,79304.00000000,79030.91000000,79130.01000000,381.22923000,2026-04-27 02:59:59,30169750.06762970,102648,192.08276000,15202607.09431610
2026-04-27 03:00:00,79130.01000000,79316.50000000,79077.81000000,79105.49000000,397.44839000,2026-04-27 03:59:59,31483892.59620830,87591,195.61425000,15496501.53544870
2026-04-27 04:00:00,79105.50000000,79160.00000000,78872.42000000,78924.22000000,417.67922000,2026-04-27 04:59:59,33010708.91948910,80371,210.85372000,16668105.29221190
2026-04-27 05:00:00,78924.21000000,78938.00000000,77562.63000000,77785.54000000,1805.78745000,2026-04-27 05:59:59,140975964.41492850,298475,724.28046000,56517945.76657950
2026-04-27 06:00:00,77785.55000000,77871.90000000,77465.05000000,77700.12000000,641.73182000,2026-04-27 06:59:59,49856671.46285750,105344,246.83091000,19181009.79999670
2026-04-27 07:00:00,77700.12000000,77734.79000000,77562.08000000,77606.60000000,743.19766000,2026-04-27 07:59:59,57722726.51350730,79787,409.15045000,31779103.44494420
2026-04-27 08:00:00,77606.59000000,77816.18000000,77553.23000000,77804.34000000,465.54163000,2026-04-27 08:59:59,36158906.28343930,68821,239.97156000,18639752.26051570
2026-04-27 09:00:00,77804.34000000,77980.00000000,77700.00000000,77900.01000000,578.50773000,2026-04-27 09:59:59,45038155.21320290,67088,295.04344000,22969876.28945000
2026-04-27 10:00:00,77900.01000000,77935.66000000,77792.46000000,77850.01000000,311.10764000,2026-04-27 10:59:59,24216923.41181610,42349,162.24660000,12629507.74287190
2026-04-27 11:00:00,77850.01000000,77885.46000000,77740.39000000,77844.26000000,252.77882000,2026-04-27 11:59:59,19669171.81716390,46354,141.93506000,11043730.66884780
2026-04-27 12:00:00,77844.25000000,77867.33000000,77620.00000000,77667.36000000,415.46743000,2026-04-27 12:59:59,32293679.00694010,87231,152.49264000,11852597.27734390
2026-04-27 13:00:00,77667.36000000,77966.80000000,77571.79000000,77746.74000000,762.71670000,2026-04-27 13:59:59,59285352.18620040,174210,310.48760000,24136326.35708940
2026-04-27 14:00:00,77746.74000000,78265.34000000,77680.00000000,77815.25000000,744.42829000,2026-04-27 14:59:59,58047837.10676410,187805,392.85927000,30638587.18479160
2026-04-27 15:00:00,77815.26000000,77827.17000000,76564.33000000,76793.09000000,1882.17067000,2026-04-27 15:59:59,144992953.50061170,355711,787.10159000,60624929.17232510
2026-04-27 16:00:00,76793.10000000,76868.01000000,76546.00000000,76618.59000000,809.46498000,2026-04-27 16:59:59,62095190.51747000,161056,340.11187000,26092284.55560180
2026-04-27 17:00:00,76618.59000000,76990.43000000,76618.59000000,76743.24000000,874.80558000,2026-04-27 17:59:59,67173019.41219570,148517,479.32604000,36810182.29998010
2026-04-27 18:00:00,76743.23000000,76890.99000000,76668.52000000,76834.06000000,361.97331000,2026-04-27 18:59:59,27786386.61423840,82257,182.21621000,13989403.12258780
2026-04-27 19:00:00,76834.05000000,76894.70000000,76459.64000000,76878.07000000,598.68003000,2026-04-27 19:59:59,45903721.91244150,123137,235.72135000,18081173.53077320
2026-04-27 20:00:00,76878.23000000,77067.80000000,76844.16000000,76960.43000000,310.80766000,2026-04-27 20:59:59,23920970.14421540,67517,149.13757000,11477742.57725340
2026-04-27 21:00:00,76960.43000000,76981.53000000,76786.80000000,76786.81000000,223.94467000,2026-04-27 21:59:59,17218633.47620900,59981,92.82332000,7137208.99245520
2026-04-27 22:00:00,76786.81000000,77082.78000000,76763.71000000,77066.42000000,364.86359000,2026-04-27 22:59:59,28080626.97549680,59100,181.99845000,14004312.33149830
2026-04-27 23:00:00,77066.42000000,77450.00000000,77018.56000000,77371.32000000,438.27302000,2026-04-27 23:59:59,33856381.36502160,60359,270.62125000,20907412.12277720
2026-04-28 00:00:00,77371.32000000,77478.00000000,77210.92000000,77379.62000000,327.26244000,2026-04-28 00:59:59,25310250.52882880,88055,151.54044000,11720456.89823110
2026-04-28 01:00:00,77379.62000000,77394.10000000,77038.10000000,77084.68000000,404.77602000,2026-04-28 01:59:59,31251762.76371430,72271,133.83503000,10332235.90810630
2026-04-28 02:00:00,77084.69000000,77227.03000000,76672.56000000,76890.93000000,437.75480000,2026-04-28 02:59:59,33687481.34880390,105486,195.01385000,15013729.56694370
2026-04-28 03:00:00,76890.92000000,76890.92000000,76672.00000000,76815.18000000,278.47081000,2026-04-28 03:59:59,21380416.95548490,66385,126.34610000,9701751.97500680
2026-04-28 04:00:00,76815.18000000,76950.00000000,76701.35000000,76888.08000000,274.86374000,2026-04-28 04:59:59,21114473.32672570,64000,141.86246000,10898935.73816070
2026-04-28 05:00:00,76888.08000000,77154.00000000,76811.01000000,76885.98000000,510.80129000,2026-04-28 05:59:59,39323087.46228520,80935,271.92260000,20937079.53786240
2026-04-28 06:00:00,76885.97000000,77027.91000000,76588.00000000,76720.00000000,465.05641000,2026-04-28 06:59:59,35717667.16479880,81428,212.80817000,16344019.20716040
2026-04-28 07:00:00,76720.01000000,76922.22000000,76424.90000000,76879.28000000,1631.99051000,2026-04-28 07:59:59,125275096.25770610,156070,897.12282000,68889500.89561870
2026-04-28 08:00:00,76879.28000000,77013.63000000,76741.12000000,76858.59000000,1043.07562000,2026-04-28 08:59:59,80217077.83867120,95582,540.28961000,41559389.92568530
2026-04-28 09:00:00,76858.59000000,76863.54000000,76495.91000000,76598.00000000,361.69239000,2026-04-28 09:59:59,27746998.60779720,76034,156.65387000,12019560.42377720
2026-04-28 10:00:00,76597.99000000,76692.19000000,76484.70000000,76618.35000000,418.24563000,2026-04-28 10:59:59,32030505.34860610,64268,213.21973000,16329763.07862540
2026-04-28 11:00:00,76618.35000000,76649.86000000,76130.10000000,76229.00000000,1019.71842000,2026-04-28 11:59:59,77817781.07883900,150815,492.25594000,37569928.54936200
2026-04-28 12:00:00,76228.99000000,76421.94000000,76168.84000000,76372.05000000,652.01316000,2026-04-28 12:59:59,49736460.90601710,118362,397.66985000,30334194.09321680
2026-04-28 13:00:00,76372.04000000,76411.72000000,75924.98000000,76189.84000000,1288.52500000,2026-04-28 13:59:59,98144621.71434750,197727,599.06339000,45634508.99717680
2026-04-28 14:00:00,76189.85000000,76199.99000000,75666.60000000,75949.99000000,1264.27580000,2026-04-28 14:59:59,95908641.08633840,248276,540.81443000,41033080.50182680
2026-04-28 15:00:00,75950.00000000,76085.42000000,75836.88000000,76066.38000000,571.95819000,2026-04-28 15:59:59,43465481.17493520,147410,286.76723000,21793802.11620270
2026-04-28 16:00:00,76066.37000000,76218.06000000,75881.28000000,76125.04000000,447.54534000,2026-04-28 16:59:59,34025084.52789670,117824,194.39085000,14777994.91474220
2026-04-28 17:00:00,76125.04000000,76262.63000000,75959.05000000,76187.30000000,337.12149000,2026-04-28 17:59:59,25664024.81743950,88142,175.61563000,13370075.35307540
2026-04-28 18:00:00,76187.30000000,76280.91000000,76137.86000000,76242.18000000,337.48355000,2026-04-28 18:59:59,25718473.90841150,73755,166.57072000,12693906.18204520
2026-04-28 19:00:00,76242.17000000,76380.83000000,76066.35000000,76330.97000000,259.65416000,2026-04-28 19:59:59,19796172.36086170,60525,135.63258000,10340092.78166300
2026-04-28 20:00:00,76330.97000000,76480.00000000,76323.71000000,76463.95000000,259.71578000,2026-04-28 20:59:59,19843199.45850840,53845,173.67622000,13269948.57750100
2026-04-28 21:00:00,76463.95000000,76481.30000000,76267.61000000,76357.15000000,281.17357000,2026-04-28 21:59:59,21477545.39390970,49090,139.25761000,10637633.51613790
2026-04-28 22:00:00,76357.15000000,76446.26000000,76218.00000000,76242.17000000,157.60986000,2026-04-28 22:59:59,12030079.67093930,51911,66.50557000,5076675.51483240
2026-04-28 23:00:00,76242.17000000,76370.00000000,76197.02000000,76342.77000000,179.93985000,2026-04-28 23:59:59,13730289.85315500,44250,110.11999000,8403151.94599160
2026-04-29 00:00:00,76342.78000000,76557.97000000,76276.00000000,76512.00000000,636.88517000,2026-04-29 00:59:59,48665597.60029000,70170,342.84369000,26197416.60694460
2026-04-29 01:00:00,76511.99000000,76668.02000000,76187.75000000,76571.00000000,371.48818000,2026-04-29 01:59:59,28395383.77071440,86941,211.21934000,16147517.39997550
2026-04-29 02:00:00,76571.00000000,76666.82000000,76402.72000000,76531.29000000,315.29662000,2026-04-29 02:59:59,24124805.10373990,61130,179.49473000,13733803.05516720
2026-04-29 03:00:00,76531.29000000,77127.62000000,76519.94000000,76994.78000000,568.25927000,2026-04-29 03:59:59,43688040.48802990,126002,363.45732000,27938883.28703510
2026-04-29 04:00:00,76994.77000000,77455.71000000,76880.00000000,77269.76000000,655.24397000,2026-04-29 04:59:59,50584234.25983500,118055,353.64752000,27298418.69086910
2026-04-29 05:00:00,77269.76000000,77329.31000000,77198.07000000,77288.38000000,412.95649000,2026-04-29 05:59:59,31904881.12614780,72991,220.93467000,17069426.80802340
2026-04-29 06:00:00,77288.39000000,77337.57000000,76907.07000000,77031.06000000,974.38933000,2026-04-29 06:59:59,75097495.69982960,89999,569.33671000,43873862.28417420
2026-04-29 07:00:00,77031.07000000,77182.91000000,77031.06000000,77053.64000000,931.98531000,2026-04-29 07:59:59,71823640.81857720,67058,504.40951000,38871687.72633030
2026-04-29 08:00:00,77053.65000000,77148.79000000,76972.32000000,77046.32000000,539.09721000,2026-04-29 08:59:59,41531536.22208760,65869,281.52211000,21690968.56293410
2026-04-29 09:00:00,77046.31000000,77800.00000000,76972.32000000,77642.00000000,835.54071000,2026-04-29 09:59:59,64717488.37131810,128804,575.44855000,44561143.28274930
2026-04-29 10:00:00,77642.00000000,77904.93000000,77559.19000000,77619.61000000,790.81622000,2026-04-29 10:59:59,61465699.09632530,130604,406.79978000,31621147.55394870
